loss,phase1.motifs_prob,phase2.replication_prob,phase2.ung_prob,phase2.short_patch_ber_prob,phase2.lp_ber.profile,phase2.lp_ber.motifs_prob,phase2.mmr.motifs_prob
7.408020501981251,[0.15986397 0.1802721  0.15986394 0.15986394 0.1802721  0.15986394],0.4900000000997462,1.0,0.4900000001421506,"[0.0224829  0.0224829  0.04268491 0.04268491 0.04268491 0.0224829
 0.04268491 0.02248291 0.02248289 0.04268491 0.02248289 0.02248289
 0.0224829  0.02248289 0.0224829  0.02248289 0.0224829  0.04268491
 0.02248289 0.04268491 0.0224829  0.04268491 0.04268491 0.04268491
 0.0426849  0.0224829  0.04268491 0.04268491 0.0224829  0.04268491
 0.04268491]",[0.24 0.24 0.26 0.26],[0.25 0.25 0.25 0.25]
7.321990982636263,[0.16761468 0.19083299 0.15109881 0.15059014 0.18890994 0.15095344],0.4800196882396531,1.0,0.47999209858555936,"[0.0146963  0.01348775 0.05084299 0.04312005 0.0504448  0.02710998
 0.0441911  0.02645759 0.02038775 0.04936845 0.02498899 0.01746931
 0.01319714 0.012261   0.0203106  0.01226838 0.01342887 0.05149587
 0.01368054 0.05061375 0.02465152 0.04451766 0.03708711 0.05076823
 0.03527907 0.01435175 0.05129543 0.05135869 0.02300516 0.05168735
 0.04617683]",[0.23003452 0.23002022 0.26997063 0.26997464],[0.25 0.25 0.25 0.25]
7.298735923193366,[0.17068425 0.20233759 0.14285018 0.1419136  0.19943159 0.14278278],0.47008520814453325,1.0,0.47001817441532956,"[0.0187807  0.01014271 0.0587966  0.04073743 0.05796889 0.03380097
 0.04401114 0.02236678 0.02125332 0.05670448 0.02226333 0.01605875
 0.01127875 0.00399549 0.01413993 0.00226207 0.00737523 0.04733688
 0.00498838 0.05681961 0.03039416 0.04400334 0.02938613 0.05137152
 0.02646097 0.01737566 0.05802589 0.0597743  0.02337816 0.05674774
 0.05200068]",[0.22014243 0.22015038 0.28005407 0.27965313],[0.25 0.25 0.25 0.25]
7.351574844785075,[0.17606837 0.21332862 0.13393998 0.13283949 0.20989553 0.133928  ],0.4601300291900523,1.0,0.460024138372423,"[2.44618144e-02 1.34631033e-02 6.24786664e-02 4.22215781e-02
 6.38455445e-02 3.81777142e-02 3.95104474e-02 2.47720224e-02
 2.06203562e-02 6.19897758e-02 2.25616147e-02 1.97718854e-02
 9.15066992e-03 9.64561777e-28 7.52428592e-03 9.64561777e-28
 9.64561777e-28 4.23213065e-02 9.64561777e-28 5.32999632e-02
 3.09371217e-02 4.16240005e-02 2.04310793e-02 4.87005571e-02
 1.96067999e-02 1.89427449e-02 6.10958696e-02 6.68080262e-02
 2.80823263e-02 6.22109168e-02 5.53898092e-02]",[0.21038677 0.21045311 0.29042091 0.28873922],[0.25 0.25 0.25 0.25]
7.274868671738906,[0.17506492 0.22546308 0.12588078 0.12484403 0.22250627 0.12624091],0.4502652888968716,1.0,0.4500059337762832,"[3.09687085e-02 1.65833151e-02 6.61194251e-02 4.30999317e-02
 6.95452200e-02 4.04331462e-02 3.72734601e-02 2.96986628e-02
 1.91432244e-02 6.76482792e-02 2.39150511e-02 2.47346200e-02
 4.25395265e-03 9.61006206e-28 5.09597497e-04 9.61006206e-28
 9.61006206e-28 3.61309400e-02 9.61006206e-28 4.72532300e-02
 2.95969195e-02 3.60494972e-02 1.20193619e-02 4.34691230e-02
 1.16863959e-02 2.37531857e-02 6.10394406e-02 6.90043870e-02
 3.20007920e-02 6.74811411e-02 5.65889919e-02]",[0.20082192 0.20095815 0.30121476 0.29700517],[0.25 0.25 0.25 0.25]
7.442523725384696,[0.17193986 0.2385072  0.11806412 0.11701449 0.23583607 0.11863826],0.4402926806733438,1.0,0.4399375826220304,"[3.69074889e-02 1.81789861e-02 6.82628093e-02 4.20922331e-02
 7.55075915e-02 3.92380304e-02 3.32070855e-02 3.55841849e-02
 1.92877053e-02 6.70662633e-02 2.37856827e-02 2.44507334e-02
 9.63829480e-28 9.63829480e-28 9.63829480e-28 9.63829480e-28
 1.91870738e-03 3.11206462e-02 9.63829480e-28 4.16451920e-02
 2.66362391e-02 2.92461797e-02 8.02883701e-03 4.01484784e-02
 6.39524253e-03 2.90140683e-02 6.09296045e-02 7.10635587e-02
 3.73246812e-02 7.26336179e-02 6.03261525e-02]",[0.19125952 0.19146863 0.31222662 0.30504523],[0.25 0.25 0.25 0.25]
7.117112928052406,[0.16826556 0.25185138 0.10999514 0.10894364 0.24884383 0.11210044],0.4305636174568116,1.0,0.42997691762326956,"[3.98752346e-02 2.08763653e-02 6.89056808e-02 3.81376270e-02
 7.79687355e-02 3.87577901e-02 3.10140451e-02 3.88851476e-02
 2.17204648e-02 6.15127133e-02 2.37824867e-02 2.43451846e-02
 9.49188423e-28 2.37377037e-03 9.49188423e-28 9.49188423e-28
 4.02172194e-03 2.76889950e-02 9.49188423e-28 3.38341669e-02
 2.53668492e-02 2.37348921e-02 9.43726365e-03 3.91748219e-02
 2.07979900e-03 3.32043016e-02 6.03613732e-02 7.06772650e-02
 4.26085209e-02 7.60087543e-02 6.36460294e-02]",[0.18193564 0.18214564 0.32354481 0.31237391],[0.25 0.25 0.25 0.25]
7.231405756277223,[0.16528255 0.26439888 0.10216368 0.10084436 0.26218285 0.10512767],0.42081137736654034,1.0,0.41997402763672975,"[4.40297550e-02 2.19493649e-02 6.75198843e-02 3.43433924e-02
 8.16076239e-02 3.95105400e-02 3.19297753e-02 4.28756783e-02
 2.27872000e-02 5.71249437e-02 2.53368433e-02 2.23562620e-02
 9.52970988e-28 4.74341901e-03 9.52970988e-28 9.52970988e-28
 6.70096338e-03 2.31240367e-02 9.52970988e-28 2.80445428e-02
 2.30785396e-02 2.16428035e-02 1.31549997e-02 3.47247661e-02
 9.52970988e-28 3.80112493e-02 5.69091910e-02 7.10428248e-02
 4.78955100e-02 7.79019362e-02 6.16539546e-02]",[0.17242197 0.17264888 0.33422668 0.32070246],[0.25 0.25 0.25 0.25]
7.165383154945151,[0.16157563 0.27679946 0.09426969 0.09257877 0.27560571 0.09917073],0.41107571401040727,1.0,0.41007012409555954,"[4.76605221e-02 2.26893492e-02 6.67914519e-02 3.15068255e-02
 8.47014258e-02 3.79789067e-02 3.18749208e-02 4.80087094e-02
 2.19203416e-02 5.23226657e-02 2.70586512e-02 2.00010834e-02
 9.57686393e-28 7.77126217e-03 9.57686393e-28 9.57686393e-28
 1.03766522e-02 2.06364822e-02 9.57686393e-28 2.41746300e-02
 1.99200981e-02 1.82138891e-02 1.78430829e-02 2.93456492e-02
 9.57686393e-28 4.25026154e-02 5.60002598e-02 6.95736482e-02
 5.24436838e-02 7.85433956e-02 6.01397981e-02]",[0.16293788 0.16318735 0.34479797 0.3290768 ],[0.25 0.25 0.25 0.25]
7.0747375554071565,[0.15995188 0.28839715 0.08608221 0.08405366 0.28873727 0.09277782],0.40147698998801074,1.0,0.40026997091754296,"[5.20025219e-02 2.03648774e-02 6.57894553e-02 3.05634253e-02
 8.64595437e-02 3.58139244e-02 3.50633991e-02 5.23743393e-02
 2.21363045e-02 4.78226807e-02 2.74770887e-02 1.72329840e-02
 9.63944048e-28 1.02131828e-02 9.63944048e-28 9.63944048e-28
 1.31516546e-02 1.99605012e-02 9.63944048e-28 2.08969545e-02
 1.85468517e-02 1.55466584e-02 2.12181240e-02 2.37259919e-02
 9.63944048e-28 4.78719248e-02 5.67017987e-02 7.03090221e-02
 5.24450389e-02 7.82611346e-02 5.80506173e-02]",[0.15355501 0.15374213 0.35457808 0.33812478],[0.25 0.25 0.25 0.25]
