loss,phase1.motifs_prob,phase2.replication_prob,phase2.ung_prob,phase2.short_patch_ber_prob,phase2.lp_ber.profile,phase2.lp_ber.motifs_prob,phase2.mmr.motifs_prob
7.114075723590185,[0.15986395 0.18027211 0.15986395 0.15986395 0.18027211 0.15986395],0.490000000171054,1.0,0.49000000013628026,"[0.02203769 0.02203769 0.02203771 0.04183966 0.04183966 0.04183966
 0.02203769 0.02203769 0.0220377  0.02203769 0.04183966 0.04183966
 0.02203769 0.02203769 0.04183966 0.02203769 0.04183966 0.04183966
 0.02203776 0.04183966 0.02203769 0.0220377  0.04183966 0.04183966
 0.02203769 0.04183966 0.04183966 0.04183966 0.02203769 0.04183966
 0.04183966]",[0.24 0.24 0.26 0.26],[0.25 0.25 0.25 0.25]
7.170090983562994,[0.15300245 0.19408345 0.1531313  0.1528527  0.19408134 0.15284877],0.479988151776823,1.0,0.48000969183726955,"[0.01185784 0.01769167 0.01388838 0.04254363 0.03563373 0.03695271
 0.01228941 0.0124841  0.01380608 0.01275756 0.03489852 0.05094529
 0.02612386 0.01184929 0.05102581 0.0118815  0.05094372 0.05082189
 0.02845224 0.05101186 0.02504812 0.02735719 0.04960788 0.05109473
 0.01247557 0.05098265 0.05048245 0.04298071 0.01774514 0.05090441
 0.04346206]",[0.23001904 0.23004815 0.26988908 0.27004373],[0.25 0.25 0.25 0.25]
7.082068829750377,[0.14606166 0.20783272 0.14615813 0.14613368 0.2079094  0.14590441],0.46998367453976136,1.0,0.47003799595334744,"[0.00381476 0.01422325 0.00572564 0.04440191 0.03041659 0.03417604
 0.00305779 0.00315165 0.00494804 0.00566945 0.02709292 0.06056322
 0.03046962 0.0156576  0.06075675 0.00193191 0.05938505 0.05538843
 0.02432766 0.06131072 0.03017552 0.02564136 0.05848073 0.06133248
 0.00288428 0.05995983 0.05019338 0.04465919 0.01565014 0.0604526
 0.04410149]",[0.22004307 0.22018088 0.27968778 0.28008827],[0.25 0.25 0.25 0.25]
6.9514501610138995,[0.13901044 0.22196451 0.13919779 0.13919551 0.22189326 0.13873849],0.46009664050658705,1.0,0.4602990958321206,"[9.92884510e-28 7.69309206e-03 1.44586485e-03 4.40774618e-02
 2.31385829e-02 3.08890141e-02 9.92884510e-28 9.92884510e-28
 3.64272089e-04 9.92884510e-28 2.07823021e-02 6.88945325e-02
 3.62172554e-02 1.89530764e-02 6.92528444e-02 9.92884510e-28
 6.77332062e-02 5.90868076e-02 2.50943133e-02 6.89342531e-02
 3.37769981e-02 2.04058424e-02 6.38373471e-02 6.14191267e-02
 9.92884510e-28 5.95861738e-02 4.73074373e-02 4.74989174e-02
 9.54695290e-03 6.84067335e-02 4.56575922e-02]",[0.21047211 0.21053426 0.2886338  0.29035983],[0.25 0.25 0.25 0.25]
6.913841398759382,[0.13269045 0.2357479  0.13201509 0.13189344 0.23541021 0.13224291],0.45030280090302166,1.0,0.45063870071790096,"[9.84381998e-28 9.23995119e-04 9.84381998e-28 4.07748135e-02
 1.52000225e-02 2.72786154e-02 9.84381998e-28 9.84381998e-28
 9.84381998e-28 9.84381998e-28 1.47013569e-02 7.44611052e-02
 4.28923257e-02 2.05494853e-02 7.70774533e-02 9.84381998e-28
 7.51106330e-02 6.38420314e-02 2.88511664e-02 7.38187190e-02
 3.28254544e-02 1.38674791e-02 6.57178660e-02 6.40746373e-02
 9.84381998e-28 5.87929971e-02 4.17818625e-02 4.43881173e-02
 6.48034771e-03 7.39508170e-02 4.26386988e-02]",[0.20096109 0.20094588 0.29771835 0.30037467],[0.25 0.25 0.25 0.25]
6.91516570778062,[0.12575219 0.24920481 0.1244321  0.12658361 0.24881511 0.12521217],0.4405526302024303,1.0,0.44104167450061926,"[9.92607410e-28 9.92607410e-28 9.92607410e-28 3.59089840e-02
 7.57345453e-03 2.14931835e-02 9.92607410e-28 9.92607410e-28
 9.92607410e-28 9.92607410e-28 8.87071004e-03 8.10354884e-02
 4.69307268e-02 2.11534886e-02 8.48298350e-02 9.92607410e-28
 8.35071891e-02 6.56428036e-02 3.46608870e-02 7.88841175e-02
 3.20602554e-02 6.88115289e-03 6.84156290e-02 6.73772587e-02
 9.92607410e-28 5.99276964e-02 3.59067534e-02 3.98518348e-02
 3.17757532e-03 7.60060354e-02 3.99049407e-02]",[0.19142707 0.19148991 0.30693545 0.31014757],[0.25 0.25 0.25 0.25]
6.82663420512494,[0.11830334 0.26224953 0.11651482 0.12322895 0.26204506 0.11765829],0.43105260315283017,1.0,0.4317093717019321,"[9.97880033e-28 9.97880033e-28 9.97880033e-28 2.95144431e-02
 9.97880033e-28 1.68532900e-02 9.97880033e-28 9.97880033e-28
 9.97880033e-28 9.97880033e-28 3.40128654e-03 8.52327955e-02
 4.90054346e-02 2.49351168e-02 9.29147236e-02 9.97880033e-28
 9.24052385e-02 6.95025645e-02 3.75153535e-02 8.32529303e-02
 2.89358985e-02 1.46050223e-03 7.06494856e-02 6.92795932e-02
 9.97880033e-28 6.26616501e-02 3.00300533e-02 3.49577476e-02
 2.52598305e-03 7.60387454e-02 3.89271641e-02]",[0.18216403 0.18243845 0.31532168 0.32007583],[0.25 0.25 0.25 0.25]
6.852146907459196,[0.11054938 0.27578233 0.10863751 0.1196561  0.27479874 0.11057595],0.421592341837812,1.0,0.42245119381606006,"[9.93025991e-28 9.93025991e-28 9.93025991e-28 2.20264111e-02
 9.93025991e-28 1.15607715e-02 9.93025991e-28 9.93025991e-28
 9.93025991e-28 9.93025991e-28 9.93025991e-28 9.00893842e-02
 5.02770387e-02 2.75808197e-02 1.00595328e-01 9.93025991e-28
 1.00321172e-01 7.18747969e-02 4.24994594e-02 8.25726582e-02
 2.80618899e-02 4.58418924e-04 6.81771343e-02 7.17809010e-02
 9.93025991e-28 6.41925508e-02 2.54611897e-02 2.82659425e-02
 1.18372646e-03 7.63333113e-02 3.66870963e-02]",[0.17299668 0.17334562 0.3240763  0.32958141],[0.25 0.25 0.25 0.25]
6.800550280086874,[0.1029474  0.2896653  0.10076244 0.11579264 0.2877412  0.10309101],0.4123429328387182,1.0,0.4131658926836072,"[9.95736472e-28 9.95736472e-28 9.95736472e-28 1.42968935e-02
 9.95736472e-28 6.10912890e-03 9.95736472e-28 9.95736472e-28
 9.95736472e-28 9.95736472e-28 9.95736472e-28 9.51950582e-02
 5.09448324e-02 2.91099101e-02 1.08724964e-01 9.95736472e-28
 1.06068180e-01 7.59398179e-02 4.76475443e-02 8.33645778e-02
 2.80039046e-02 9.95736472e-28 6.30885597e-02 7.55761569e-02
 9.95736472e-28 6.46180791e-02 1.92734323e-02 2.16634765e-02
 9.95736472e-28 7.73508595e-02 3.30246250e-02]",[0.1638469  0.16419286 0.33272469 0.33923555],[0.25 0.25 0.25 0.25]
6.679567847968498,[0.09748333 0.3034785  0.09298911 0.11138204 0.29951252 0.09515449],0.40382314260041174,1.0,0.4041800601336719,"[1.00157376e-27 1.00157376e-27 1.00157376e-27 8.37420385e-03
 1.00157376e-27 2.93383300e-04 1.00157376e-27 1.00157376e-27
 1.00157376e-27 1.00157376e-27 1.00157376e-27 9.94217712e-02
 5.27201985e-02 3.35381319e-02 1.17828533e-01 1.00157376e-27
 1.11536110e-01 8.18794381e-02 5.32715604e-02 8.51513697e-02
 2.65488928e-02 1.00157376e-27 5.79408166e-02 7.44418461e-02
 1.00157376e-27 6.24780035e-02 1.31500318e-02 1.65457698e-02
 1.00157376e-27 7.74614594e-02 2.74184801e-02]",[0.15499075 0.15528323 0.34151928 0.34820674],[0.25 0.25 0.25 0.25]
